,booktitle,id,page,page.location,type,book.id,book.page,book.type,anchor.text,interventions,Key,Item.Type,PublicationYear,Author,Publication.Title,Url,Abstract.Note,Date,Date.Added,Date.Modified,Short.Title,Publisher,Place,Language,Archive,Archive.Location,Manual.Tags
32,Confessions,https://derridas-margins.princeton.edu/references/de-la-grammatologie/214e/,214,e,Footnote,https://derridas-margins.princeton.edu/titles/188/,41,Book,"On conna’Ât la suite du paragraphe qui se cl’‚t ainsiÎ¾:Î¾ÎâÎ¾Il me suffit, quant ’¾ pr’©sent, d'avoir marqu’© l'origine et la premi’åre cause d'un penchant qui a modifi’© toutes mes passions, et qui, les contenant par elles-m’émes, m'a toujours rendu paresseux ’¾ faire, par trop d'ardeur ’¾ d’©sirerÎ¾Î (p. 41).",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,Confessions,https://derridas-margins.princeton.edu/references/de-la-grammatologie/214f/,214,f,Footnote,https://derridas-margins.princeton.edu/titles/188/,444,Book,"L'intention et la lettre de ce passage sont ’¾ rapprocher d'une autre page des *Confessions* (p. 444. Cf. aussi la note des
’©diteurs).",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,Confessions,https://derridas-margins.princeton.edu/references/de-la-grammatologie/214h/,214,h,Footnote,https://derridas-margins.princeton.edu/titles/188/,269,Book,"Et de celle dans laquelle nous d’©coupons ces lignesÎ¾:Î¾ÎâÎ¾Car lire en mangeant fut toujours ma fantaisie au d’©faut d'un t’éte-’¾-t’éte. C'est le suppl’©ment de la soci’©t’© qui me manque. Je d’©vore alternativement une page et un morceau, c'est comme si
mon livre d’Ânait avec moiÎ¾Î (p. 269).",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,Confessions,https://derridas-margins.princeton.edu/references/de-la-grammatologie/215b/,215,b,Quotation,https://derridas-margins.princeton.edu/titles/188/,12,Book,"ÎâÎ¾... l'abstinence et la jouissance, le plaisir et la sagesse, m'ont ’©galement ’©chapp’©Î¾Î (*Confessions*, p. 12).",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,Confessions,https://derridas-margins.princeton.edu/references/de-la-grammatologie/216a/,216,a,Quotation,https://derridas-margins.princeton.edu/titles/188/,219,Book,"ÎâÎ¾JouirÎ¾! Ce sort est-il fait pour l'hommeÎ¾? AhÎ¾! si jamais une seule fois en ma vie j'avais go’t’© dans leur pl’©nitude toutes les d’©lices de l'amour, je n'imagine pas que ma fr’éle existence y e’t pu suffire, je serais mort sur le faitÎ¾Î (*Confessions* L. 8).",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,Confessions,https://derridas-margins.princeton.edu/references/de-la-grammatologie/216b/,216,b,Quotation,https://derridas-margins.princeton.edu/titles/188/,594,Book,"Dans le livre XII des *Confessions*, au moment o’_ ÎâÎ¾il faut dire toutÎ¾Î, la ÎâÎ¾double raisonÎ¾Î de certaines ÎâÎ¾r’©solutionsÎ¾Î nous est confi’©eÎ¾:Î¾ÎâÎ¾Il faut dire toutÎ¾: je n'ai dissimul’© ni les vices de ma pauvre Maman ni les miensÎ¾; je ne dois pas faire plus de
gr’¢ce ’¾ Th’©r’åse, et quelque plaisir que je prenne ’¾ rendre honneur ’¾ une personne qui m'est ch’åre, je ne veux pas non plus d’©guiser ses torts si tant est m’éme qu'un changement involontaire dans les affections du c–ur soit un vrai tort. Depuis longtemps je m'apercevais de l'atti’©dissement du sien... Je retombai dans le m’éme inconv’©nient dont j'avais senti l'effet aupr’ås de Maman, et cet effet fut le m’éme aupr’ås de Th’©r’åseÎ¾: n'allons pas chercher des perfections hors de la natureÎ¾; il serait le m’éme aupr’ås de quelque femme que ce f’t... Ma situation, cependant, ’©tait alors la m’éme, etÎ¾pire encore par l'animosit’© de mes ennemis, qui ne cherchaient qu'’¾ me prendre en faute. Je craignis la r’©cidive, et n'en voulant pas courir le risque j'aimais mieux me condamner ’¾ l'abstinence que d'exposer Th’©r’åse ’¾ se voir derechef dans le m’éme cas. J'avais d'ailleurs remarqu’© que l'habitation des femmes empirait sensiblement mon ’©tat. Cette double raison m'avait fait former des r’©solutions que j'avais quelquefois assez mal tenuesÎ¾; mais dans lesquelles je persistais avec plus de constance depuis trois ou quatre ansÎ¾Î (p. 595).",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,Confessions,https://derridas-margins.princeton.edu/references/de-la-grammatologie/217a/,217,a,Quotation,https://derridas-margins.princeton.edu/titles/188/,1569,Book,"Dans le *Manuscrit de Paris*, apr’ås ÎâÎ¾empirait sensiblement mon ’©tatÎ¾!Î¾Î, on peut lireÎ¾:Î¾Îâ le vice ’©quivalent dont je n'ai jamais pu bien me gu’©rir m'y paraissait moins contraire. Cette double raison...Î¾Î. Voir la note des ’©diteurs, p. 1569.",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,Confessions,https://derridas-margins.princeton.edu/references/de-la-grammatologie/217d/,217,d,Footnote,https://derridas-margins.princeton.edu/titles/188/,1282,Book,"Voir aussi les *Confessions* (p. 109, note des ’©diteurs).",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,Confessions,https://derridas-margins.princeton.edu/references/de-la-grammatologie/218a/,218,a,Quotation,https://derridas-margins.princeton.edu/titles/188/,331-332,Book,"ÎâÎ¾Ah, ma Th’©r’åseÎ¾! je suis trop heureux de te poss’©der sage et saine, et de ne pas trouver ce que je ne cherchais pas. [Il s'agit du ÎâÎ¾pucelageÎ¾Î, que Th’©r’åse vient d'avouer avoir, innocemment et par accident, perdu.] Je n'avais cherch’© d'abord qu'’¾ me donner un amusement. Je vis que j'avais plus fait et que je m'’©tais donn’© une compagne. Un peu d'habitude avec cette excellente fille, un peu de r’©flexion sur ma situation me firent sentir qu'en ne songeant qu'’¾ mes plaisirs j'avais beaucoup fait pour mon bonheur. Il fallait *’¾ la place* de l'ambition ’©teinte un sentiment vif qui *remplit* mon c–ur. Il fallait, pour tout dire, un successeur ’¾ MamanÎ¾; puisque je ne devais plus vivre avec elle il me fallait quelqu'un qui v’©c’t avec son ’©l’åve, et en qui je trouvasse la simplicit’©, la docilit’© de c–ur qu'elle avait trouv’©e en moi. II fallait que la douceur de la vie priv’©e et domestique me *d’©dommage’¢t* du sort brillant auquel je renon’_ais. Quand j'’©tais absolument seul mon c–ur ’©tait vide, mais il n'en fallait qu'un pour le *remplir*. Le sort m'avait ’‚t’©, m'avait ali’©n’© du moins en partie, celui pour lequel la nature m'avait fait. D’ås lors j'’©tais seul, car *il n'y eut jamais pour moi d'interm’©diaire entre tout et rien. Je trouvais dans Th’©r’åse le suppl’©ment dont j'avais besoin*Î¾Î.",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,Confessions,https://derridas-margins.princeton.edu/references/de-la-grammatologie/218c/,218,c,Footnote,https://derridas-margins.princeton.edu/titles/188/,1407,Book,"Starobinski (*La transparence et l'obstacle*, p. 221) et les ’©diteurs des *Confessions* (p. 332, note 1) rapprochent justement l'usage du mot suppl’©ment de celui qui en est fait p. 109 (ÎâÎ¾suppl’©ment dangereuxÎ¾Î).",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,Confessions,https://derridas-margins.princeton.edu/references/de-la-grammatologie/235b/,235,b,Quotation,https://derridas-margins.princeton.edu/titles/188/,1548,Book,"ÎâÎ¾Enfin, ajoutent-ils, la mati’åre m’éme de *l'Essai* suppose des connaissances et une maturit’© de pens’©e que Rousseau n'avait pas acquises en 1750Î¾Î.",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,Confessions,https://derridas-margins.princeton.edu/references/de-la-grammatologie/263b/,263,b,Citation,https://derridas-margins.princeton.edu/titles/188/,1548,Book,Malesherbes lui avait conseill’© de publier *l'Essai* ’¾ part.,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,Confessions,https://derridas-margins.princeton.edu/references/de-la-grammatologie/290a/,290,a,Citation,https://derridas-margins.princeton.edu/titles/188/,334,Book,L'’©garement du c–ur qui le conduit ’¾ pers’©cuter Rousseau ne peut devenir erreur th’©orique qu'en l'assourdissant ’¾ l'’¢me de la musiqueÎ¾: la m’©lodie et non l'harmonieÎ¾;,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,Confessions,https://derridas-margins.princeton.edu/references/de-la-grammatologie/294b/,294,b,Quotation,https://derridas-margins.princeton.edu/titles/188/,31,Book,ÎâÎ¾’¾ ce travail de contrebandeÎ¾Î.,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,Confessions,https://derridas-margins.princeton.edu/references/de-la-grammatologie/295a/,295,a,Footnote,https://derridas-margins.princeton.edu/titles/188/,32,Book,"C'est dans ce passage du premier livre qui explique ÎâÎ¾comment j'ai appris ’¾ convoiter en silence, ’¾ me cacher, ’¾ dissimuler, ’¾ mentir et ’¾ d’©rober, enfin...Î¾Î (p. 32).",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,Confessions,https://derridas-margins.princeton.edu/references/de-la-grammatologie/295b/,295,b,Footnote,https://derridas-margins.princeton.edu/titles/188/,31,Book,"Un peu plus haut, le passage suivant, qui nous para’Ât, pour plusieurs raisons, devoir ’étre ici reluÎ¾:Î¾ÎâÎ¾Le m’©tier ne me d’©plaisait pas en lui-m’émeÎ¾; j'avais un go’t vif pour le dessinÎ¾; le jeu du burin m'amusait assez, et comme le talent du graveur pour l'horlogerie est tr’ås born’©, j'avais l'espoir d en atteindre la perfection. J'y serais parvenu peut-’étre si la brutalit’© de mon ma’Âtre et la g’éne excessive ne m'avaient rebut’© du travail. Je lui d’©robais mon temps, pour l'employer en occupations du m’éme genre, mais qui avaient pour moi l'attrait de la libert’©. Je gravais des esp’åces de m’©dailles pour nous servir ’¾ moi et ’¾ mes camarades d'ordre de chevalerie. Mon ma’Âtre me surprit ’¾ ce travail de contrebande, et me roua de coups, disant que je m'exer’_ais ’¾ faire de la fausse monnaie, parce que nos m’©dailles avaient les armes de la R’©publique. Je puis bien jurer que je n'avais nulle id’©e de la fausse monnaie, et tr’ås peu de la v’©ritable. Je savais mieux comment se faisaient les As romains que nos pi’åces de trois sous.Î¾Î",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,Confessions,https://derridas-margins.princeton.edu/references/de-la-grammatologie/410a/,410,a,Citation,https://derridas-margins.princeton.edu/titles/188/,237,Book,"Avec la *Logique de Port-Royal, l'Essai* de Locke, Malebranche et Descartes, Leibniz fut une des premi’åres lectures philosophiques de Rousseau.",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,Confessions,https://derridas-margins.princeton.edu/references/de-la-grammatologie/368a/,368,a,Quotation,https://derridas-margins.princeton.edu/titles/188/,347,Book,"ÎâÎ¾Je suis le premier, peut-’étre qui ait vu sa port’©eÎ¾Î dit Rousseau de Condillac, rappelant leurs ÎâÎ¾t’éte-’¾-t’éte en picnicÎ¾Î au moment o’_ celui-ci ÎâÎ¾travaillait ’¾ l'*Essai sur l'origine des connaissances humaines*Î¾Î (*Confessions*, p. 347).",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,Confessions,https://derridas-margins.princeton.edu/references/de-la-grammatologie/197a/,197,a,Epigraph,https://derridas-margins.princeton.edu/titles/188/,278,Book,ÎâÎ¾ce dangereux suppl’©ment...Î¾Î,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,Confessions,https://derridas-margins.princeton.edu/references/de-la-grammatologie/248e/,248,e,Footnote,https://derridas-margins.princeton.edu/titles/188/,12,Book,"Novalis avait peut-’étre vu plus profond’©ment et au-del’¾ de ce que Rousseau appelle lui-m’éme, au d’©but des *Confessions* (p. 12), son ÎâÎ¾caract’åre eff’©min’©Î¾ÎÎ¾:Î¾ÎâÎ¾Les *philosoph’åmes* de Rousseau sont absolument parlant une philosophie f’©minine ou une th’©orie de la f’©minit’©Î¾Î. *Encyclop’©die*, tr. M. de Gandillac (’©d. de Minuit, p. 361).",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,Confessions,https://derridas-margins.princeton.edu/references/de-la-grammatologie/207d/,207,d,Quotation,https://derridas-margins.princeton.edu/titles/188/,108,Book,"Suppl’©ment dangereux. Ce sont des mots dont Rousseau se sert lui-m’éme dans les *Confessions*. Il le fait dans un contexte qui n'est diff’©rent qu'en apparence, et pour expliquer, pr’©cis’©ment, ÎâÎ¾un ’©tat presque inconcevable ’¾ la raisonÎ¾ÎÎ¾:Î¾ÎâÎ¾En un mot, de moi ’¾ l'amant le plus passionn’©, il n'y avait qu'une diff’©rence unique, mais essentielle, et qui rend mon ’©tat presque inconcevable ’¾ la raisonÎ¾Î (*Pl’©iade*, I, p. 108).",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,Confessions,https://derridas-margins.princeton.edu/references/de-la-grammatologie/215a/,215,a,Quotation,https://derridas-margins.princeton.edu/titles/188/,316,Book,"Or pour nous expliquer son ÎâÎ¾d’©go’t pour les filles publiquesÎ¾Î, Rousseau nous dit qu'’¾ Venise, ’¾ trente et un ans, le ÎâÎ¾penchant qui a modifi’© toutes [ses] passionsÎ¾Î (*Confessions*, p. 41) n'a pas disparuÎ¾:Î¾ÎâÎ¾Je n'avais pas perdu la funeste habitude de donner le change ’¾ mes besoinsÎ¾Î (p. 316).",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,Confessions,https://derridas-margins.princeton.edu/references/de-la-grammatologie/210a/,210,a,Quotation,https://derridas-margins.princeton.edu/titles/188/,109,Book,"C'est moi-m’éme qui m'emploie ’¾ me d’©partir de la force que la nature m'a confi’©eÎ¾:Î¾ÎâÎ¾S’©duit par ce funeste avantage, je
travaillais ’¾ d’©truire la bonne constitution qu'avait r’©tablie en moi la nature et ’¾ qui j'avais donn’© le temps de se bien formerÎ¾Î.",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,Confessions,https://derridas-margins.princeton.edu/references/de-la-grammatologie/210c/,210,c,Footnote,https://derridas-margins.princeton.edu/titles/188/,106,Book,"ÎâÎ¾*Petit* fut mon nom, *Maman* fut le sien, et toujours nous demeur’¢mes *Petit* et *Maman*, m’éme quand le nombre des ann’©es en eut presque effac’© la diff’©rence entre nous. Je trouve que cesÎ¾deux noms rendent ’¾ merveille l'id’©e de notre ton, la simplicit’© de nos mani’åres et surtout la relation de nos c–urs. Elle fut pourÎ¾moi la plus tendre des m’åres qui jamais ne chercha son plaisir mais toujours mon bienÎ¾; et si les sens entr’årent dans mon attachement pour elle, ce n'’©tait pas pour en changer la nature, mais pour le rendre seulement plus exquis, pour m'enivrer du charme d'avoir une maman jeune et jolie qu'il m'’©tait d’©licieux de caresserÎ¾; je dis, caresser au pied de la lettreÎ¾; car jamais elle n'imagina de m'’©pargner les baisers ni les plus tendres caresses maternelles, et jamais il n'entra dans son c–ur d'en abuser. On dira que nous avons pourtant eu ’¾ la fin des relations d'une autre esp’åceÎ¾; j'en conviens, mais il faut attendreÎ¾; je ne puis tout dire ’¾ la foisÎ¾Î (p. 106).",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,Confessions,https://derridas-margins.princeton.edu/references/de-la-grammatologie/214g/,214,g,Footnote,https://derridas-margins.princeton.edu/titles/188/,1487-1488,Book,"L'intention et la lettre de ce passage sont ’¾ rapprocher d'une autre page des *Confessions* (p. 444. Cf. aussi la note des
’©diteurs).",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,Confessions,https://derridas-margins.princeton.edu/references/de-la-grammatologie/380c/,380,c,Quotation,https://derridas-margins.princeton.edu/titles/188/,585,Book,"La grande affaire des *Confessions*, n'’©tait-ce pas aussi de ÎâÎ¾jouir derechef quand je veux.Î¾Î (p. 585)Î¾?",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,Confessions,https://derridas-margins.princeton.edu/references/de-la-grammatologie/420d/,420,d,Quotation,https://derridas-margins.princeton.edu/titles/188/,585,Book,"ÎâÎ¾Sans cesse occup’© de mon bonheur pass’©, je le rappelle et le rumine, pour ainsi dire, au point d'en jouir derechef quand je veuxÎ¾Î.",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,Confessions,https://derridas-margins.princeton.edu/references/de-la-grammatologie/417c/,417,c,Quotation,https://derridas-margins.princeton.edu/titles/188/,7,Book,ÎâÎ¾Je co’tai la vie ’¾ ma m’åreÎ¾; et ma naissance fut le premier de mes malheursÎ¾Î (*Confessions* p. 7).,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
